name,country,region,sub_region,grape_varietal,wine_type,bottle_price,sale_price,description,merchant,address
 Echeverria Unwooded Chardonnay,click for more details,N/A,N/A,N/A,N/A,$22.59,$19.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Echeverria Unwooded Chardonnay,click for more details,N/A,N/A,N/A,N/A,$22.59,$19.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Blanc Lime Wine,France,Bordeaux,Entre Deux Mers,"Sauvignon Blanc,Semillon",Sparkling,,$13.99,"Perfectly suited as a pre-dinner drink, by itself or with tapas, charcuterie or other canapes. Can be served with cold salads, fish or crustaceans.Due to its original and unique character, Blanc Lime is also great in a range of different cocktails.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Gallo Family Vyd Pinot Grigio,United States,California,N/A,Pinot Gris,Still wine,$4.59,$3.99,"Bright citrus notes are perfect for fresh salads, rich seafood and grilled poultry, and pair well with other acidic foods like tomatoes and lemon.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Auspicion Chardonnay,United States,California,N/A,Chardonnay,Still wine,,$10.99,"Auspicion Chardonnay shows great fruit character, finesse, and fullness in the palate. Flavors of ripe pineapple, golden apple, and Anjou pear are balanced by citrus notes and a smooth, creamy finish. Vinified in stainless steel, the wine underwent partial malolactic fermentation before bottling, adding a touch of creaminess. A crisp, light-bodied wine meant to be enjoyed young on its own or with light-fare.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Raeburn Chardonnay,United States,California,Sonoma County,Chardonnay,Still wine,,$16.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Raeburn Chardonnay,click for more details,N/A,N/A,N/A,N/A,$4.59,$3.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Casal Garcia Vinho Verde Rose,Portugal,Minho,Vinho Verde,Red Portugese Blend,Still wine,,$7.99,"Aveleda is a name which spans several generations. The first records of the sale of bottled wine date back to 1870, with Manuel Pedro Guedes (1837-1899), known for his strong enterprising spirit and believed to be the founder of the business as we know it today. His work bore fruit and the quality of the Aveleda wines started to be recognised, as the gold medals won in the international competitions in Berlin (1888) and Paris (1889) attest.Today the Guedes family still owns 100% of the company, always committed to maintaining this family legacy which spans several generations. The son of Manuel Pedro Guedes, Fernando Guedes da Silva da Fonseca (1871-1946) continued his father’s work, significantly increasing the production capacity at the Estate. He had 7 children and it was Roberto Van-Zeller Guedes (1899-1966) who led the family business, dedicating his whole life to working at Aveleda. The 4th generation includes the six children of Roberto Van-Zeller Guedes: Fernando, Luis, Antonio, Maria Isabel, Maria Helena and Roberto – who today manage the company’s future, together with the following generation: 14 cousins who make up the 5th generation.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Karl Kasper Riesling Kabinett,Germany,Mosel-Saar-Ruwer,N/A,Riesling,Still wine,,$13.99,"Karl Kaspar Kabinett is blended from two single vineyard sites with grapes of different ripeness levels: 45% Riesling Spatlese from Bernkastel-Kueser Kardinalsberg (middle Mosel) and 55% Riesling Kabinett from Ellenzer Goldbaumchen (lower Mosel).  The addition of Spatlese grapes to the blend makes the wine a bit richer than a traditional Kabinett.  This is an off-dry Riesling with a classic Mosel profile: intense mineral and floral aromas, low alcohol and a wonderful balance between sweetness and crisp acidity.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Karl Kasper Riesling Kabinett,click for more details,N/A,N/A,N/A,N/A,$4.59,$3.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Our Daily Cabernet Sauvignon Organic,United States,California,N/A,Cabernet Sauvignon,Still wine,,$9.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Les Hauts de Lagarde Organic Bordeaux Blanc,France,Bordeaux,N/A,"Sauvignon Blanc,Semillon",Still wine,,$13.99,"Certified Organic by Qualite France and USDA NOP (National Organic Program) IMO, Switzerland.Only Indigenous Yeasts used. Suitable for Vegans.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Ghost Pines Chardonnay,United States,California,N/A,Chardonnay,Still wine,$19.69,$15.99,"PHILOSOPHYAt the heart of every glass of Ghost Pines is the notion that world-class wines are made from quality grapes – grapes that span many appellations. An unconventional view against today’s backdrop of single-appellation wines, the Ghost Pines philosophy is a modern take on visionary winemaker Louis M. Martini’s approach to winemaking. In the 1930s, Martini didn’t think about appellation boundaries. He simply sought the best grapes from the best vineyards to craft his unforgettable wines, long before American Viticulture Areas (AVAs) were established in California.Seventy-five years later, Napa’s historic Louis M. Martini Winery launched Ghost Pines to give Michael Eddy and a talented group of forward-thinking winemakers the freedom to blend the finest grapes across appellations. The result is a collection of sophisticated wines that illustrate the best characteristics of each varietal and region, balancing elegance with structure, intensity with nuance.Echoing the unharnessed, free-form character of its namesake tree, Ghost Pines embodies the progressive spirit of California winemaking: no boundaries, no limits. APPELLATIONSThe wines of Ghost Pines draw a veritable map of some of California’s most renowned wine appellations. Vintner Michael Eddy and his team of progressive winemakers search for the best grapes in Napa, Sonoma, Monterey and San Joaquin counties to make a remarkable collection of multi-appellation blends. Each glass of Ghost Pines wine illustrates the diverse topography, soil and climate of California’s most notable winegrowing regions.The art and science of winemaking at Ghost Pines begins in the vineyard. That vineyard spans counties and appellations, meandering across hills and valleys, blooming under sun-drenched skies and rolling fog. Our winemakers vary in climate, soil, elevation and proximity to the Pacific Ocean. Our wines bring to life the unique characteristics of each appellation.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Ghost Pines Pinot Noir,United States,California,N/A,Pinot Noir,Still wine,$22.69,$16.99,"PHILOSOPHYAt the heart of every glass of Ghost Pines is the notion that world-class wines are made from quality grapes – grapes that span many appellations. An unconventional view against today’s backdrop of single-appellation wines, the Ghost Pines philosophy is a modern take on visionary winemaker Louis M. Martini’s approach to winemaking. In the 1930s, Martini didn’t think about appellation boundaries. He simply sought the best grapes from the best vineyards to craft his unforgettable wines, long before American Viticulture Areas (AVAs) were established in California.Seventy-five years later, Napa’s historic Louis M. Martini Winery launched Ghost Pines to give Michael Eddy and a talented group of forward-thinking winemakers the freedom to blend the finest grapes across appellations. The result is a collection of sophisticated wines that illustrate the best characteristics of each varietal and region, balancing elegance with structure, intensity with nuance.Echoing the unharnessed, free-form character of its namesake tree, Ghost Pines embodies the progressive spirit of California winemaking: no boundaries, no limits. APPELLATIONSThe wines of Ghost Pines draw a veritable map of some of California’s most renowned wine appellations. Vintner Michael Eddy and his team of progressive winemakers search for the best grapes in Napa, Sonoma, Monterey and San Joaquin counties to make a remarkable collection of multi-appellation blends. Each glass of Ghost Pines wine illustrates the diverse topography, soil and climate of California’s most notable winegrowing regions.The art and science of winemaking at Ghost Pines begins in the vineyard. That vineyard spans counties and appellations, meandering across hills and valleys, blooming under sun-drenched skies and rolling fog. Our winemakers vary in climate, soil, elevation and proximity to the Pacific Ocean. Our wines bring to life the unique characteristics of each appellation.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Gouguenheim Valle Escondido Malbec,Argentina,Cuyo,Mendoza,Malbec,Still wine,,$9.99,"Born in Argentina to French parents, Patricio Gouguenheim’s love for wine started at the age of 7 when he was given a little bit of wine (mixed with sparkling water!) with every meal. No doubt this was a catalyst for him entering the world of wine later on in life. During the years 1999 to 2002, Patricio’s job (mergers and acquisitions) took him to Mendoza, now the epicentre of Argentina’s wine industry. It was at that time when he envisioned that it was the right time for Argentine wines to gain international reputation in the world markets.It was during the year 2002, when Argentina went into a big economic crash and GDP collapsed that he decided to enter the wine market (as everyone else was leaving...). He found a very old winery located in the Uco Valley, with a lot of small tanks ideal for the production of high quality wines, and that was the start of his venture in this wonderful, crazy business! He hung up his suit and tie, and started working in the great outdoors.Since its beginning the winery has become one of the best performing/top quality wineries in Argentina, with its wines currently sold in 15 countries.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Muga Reserva Rioja Unfiltered,Spain,Rioja,Rioja Alta,Tempranillo,Still wine,$29.99,$24.99,"Wines that are born from inspiration and authenticity.In Muga, we always use the finest materials and are open to new techniques that provide greater quality without losing authenticity.To produce each of our wines, we continue opting for traditional procedures:Through the natural process of fining, we eliminate the suspended particles that appear in the wine.We carry out the decanting by the traditional method of gravity.We are the only cellar in Spain with a master cooper and three in-house barrel-makers.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Ghost Pines Red Blend,United States,California,N/A,Non-Varietal Red Blend,Still wine,$22.69,$16.99,"PHILOSOPHYAt the heart of every glass of Ghost Pines is the notion that world-class wines are made from quality grapes – grapes that span many appellations. An unconventional view against today’s backdrop of single-appellation wines, the Ghost Pines philosophy is a modern take on visionary winemaker Louis M. Martini’s approach to winemaking. In the 1930s, Martini didn’t think about appellation boundaries. He simply sought the best grapes from the best vineyards to craft his unforgettable wines, long before American Viticulture Areas (AVAs) were established in California.Seventy-five years later, Napa’s historic Louis M. Martini Winery launched Ghost Pines to give Michael Eddy and a talented group of forward-thinking winemakers the freedom to blend the finest grapes across appellations. The result is a collection of sophisticated wines that illustrate the best characteristics of each varietal and region, balancing elegance with structure, intensity with nuance.Echoing the unharnessed, free-form character of its namesake tree, Ghost Pines embodies the progressive spirit of California winemaking: no boundaries, no limits. APPELLATIONSThe wines of Ghost Pines draw a veritable map of some of California’s most renowned wine appellations. Vintner Michael Eddy and his team of progressive winemakers search for the best grapes in Napa, Sonoma, Monterey and San Joaquin counties to make a remarkable collection of multi-appellation blends. Each glass of Ghost Pines wine illustrates the diverse topography, soil and climate of California’s most notable winegrowing regions.The art and science of winemaking at Ghost Pines begins in the vineyard. That vineyard spans counties and appellations, meandering across hills and valleys, blooming under sun-drenched skies and rolling fog. Our winemakers vary in climate, soil, elevation and proximity to the Pacific Ocean. Our wines bring to life the unique characteristics of each appellation.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 90+ Cellars Big Red Blend Lot 113,United States,California,Central Valley,Non-Varietal Red Blend,Still wine,,$9.99,"WE’LL ADMIT IT, WE LOVE GREAT WINE…That’s why we started Ninety+ Cellars.It all started in the spring of 2009. Armed with a copy of the latest Wine Spectator, founder Kevin Mehra set out on a mission to bring higher quality wine to the market for a better price. He started calling wineries with a history of high ratings to ask if they had extra wine for sale. Some told him to get lost, but in the end, he found a handful of wineries that liked his concept. The plan was simple: we put their wine in our bottle, and sell it for less.But why would wineries want to do that?You may recall that the economy wasn’t in the best shape in 2009. Demand for wines priced more than $20 a bottle had plummeted and inventories were piling up. Rather than discount their wine and erode the value of their brand, we found that wineries were willing to part with a certain percentage of their production for a reduced price.It was a win/win scenario. Wineries got to sell more wine, and consumers got access to better wine at lower prices.The landscape has changed quite a bit since we launched; but our mission and our ability to offer great wine has not. With our head wine buyer, Brett Vankoski, at the helm we continue to seek out the best opportunities in the market and turn those into great values in the bottle for you. We do this because we love great wine, and we know you do too.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 90+ Cellars Old Vine Malbec Lot 23,Argentina,Cuyo,Mendoza,Malbec,Still wine,,$9.99,"WE’LL ADMIT IT, WE LOVE GREAT WINE…That’s why we started Ninety+ Cellars.It all started in the spring of 2009. Armed with a copy of the latest Wine Spectator, founder Kevin Mehra set out on a mission to bring higher quality wine to the market for a better price. He started calling wineries with a history of high ratings to ask if they had extra wine for sale. Some told him to get lost, but in the end, he found a handful of wineries that liked his concept. The plan was simple: we put their wine in our bottle, and sell it for less.But why would wineries want to do that?You may recall that the economy wasn’t in the best shape in 2009. Demand for wines priced more than $20 a bottle had plummeted and inventories were piling up. Rather than discount their wine and erode the value of their brand, we found that wineries were willing to part with a certain percentage of their production for a reduced price.It was a win/win scenario. Wineries got to sell more wine, and consumers got access to better wine at lower prices.The landscape has changed quite a bit since we launched; but our mission and our ability to offer great wine has not. With our head wine buyer, Brett Vankoski, at the helm we continue to seek out the best opportunities in the market and turn those into great values in the bottle for you. We do this because we love great wine, and we know you do too.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Chateau St. Michelle Indian Wells Merlot,United States,Washington,Columbia Valley,Merlot,Still wine,$23.99,$19.99,"The Indian Wells Merlot offers ripe berry fruit aromas and jammy flavors typical of Wahluke Slope reds. This is a full bodied style of warm climate Merlot with a round, supple finish. We added Wahluke Slope syrah to enhance the mouthfeel and rich fruit character. I call this my pasta wine!",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Grahams Six Grapes   Special Old Vines Edition,Portugal,Duriense,Douro - Porto,Port Blend,Still wine,,$38.99,"It has been over a hundred years since the famous Six Grapes motif was first used on a bottle of fine Port, our winemakers at W & J Graham, Charles Symington and Henry Shotton, have decided to bottle a small quantity of a special wine made exclusively from the oldest vines on Graham’s five Quintas. The presentation of this special edition Six Grapes Old Vines Port pays homage to the original Six Grapes label that helped make the wine famous so many years ago. This wine will only be available in very limited quantities.Across the five Graham’s estates we have preserved vineyards of old mixed vines, which are frequently more than forty years old. These beautiful, gnarled old vines produce immensely low yields of fruit, which grow in small, tight bunches with intense concentration and complexity.As would be expected from a wine made from such low yielding vines the Six Grapes Old Vines Port is deep purple in colour. It has complex floral aromas, redolent with rockrose, menthol and anise. The richness and opulent character of the wine is perfectly balanced by its refreshing acidity. It has great structure and concentration, with mineral notes that express the Douro’s schist soils, black plum and liquorice, all complemented by a lingering velvety smooth finish, the result of the ripe, fine grained tannins from these mature vines.Serve slightly chilled, between 16-18° C. There is no need to decant.The Six Grapes Old Vines Port is a perfect wine to pair with desserts such as cheese, dark chocolate or berry fruits. It is also ideally suited to drinking after dinner to fully appreciate its long finish and complexity.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Chateau St. Michelle Pinot Gris,United States,Washington,Columbia Valley,Pinot Gris,Still wine,,$12.99,"Founded in 1934, Chateau Ste. Michelle pioneered vinifera grape growing in Washington state and has been producing classic European varietal wines under the Ste. Michelle label since 1967. The winery combines an ongoing dedication to research with a commitment to classic winemaking traditions. The winery owns 3,500 acres of vineyards in the Columbia Valley of eastern Washington, including Canoe Ridge Estate and Cold Creek, which are the largest sustainably farmed and LIVE and Salmon Safe certified vineyards in the state.Chateau Ste. Michelle enjoys winemaking partnerships with three of the world’s most distinguished vintners. Col Solare is an alliance with Tuscany’s Piero Antinori, Eroica Riesling is a partnership with the Mosel’s Ernst Loosen, and Tenet, a project with acclaimed Rhone winemaker Michel Gassier, with the assistance of Southern Rhone’s famous enology consultant, Philippe Cambie",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Beringer Napa Reserve Chardonnay,United States,California,Napa County,Chardonnay,Still wine,$47.99,$35.99,"At Beringer we know that part of making great wines is caring for the land, animals, and people that make those wines possible. We have had sustainable practices in place since long before sustainable farming become fashionable. All of our owned and leased vineyards are certified sustainable by third parties, and we provide our external growers with the resources they need to achieve sustainable farming practices.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Alba Dry Riesling,United States,New Jersey,N/A,Riesling,Still wine,$15.19,$13.99,"Wine growing is all about site selection. Quality wine comes from prime vineyard sites.  Elevation, soil/air drainage, soil composition, and climate are all very important factors into cultivar selection.  Alba’s 93-acre estate is nestled in the rolling hills of Warren County, specifically on the north side of the Musconetcong river valley, a tributary of the Delaware river.  We are a part of the Warren Hills AVA where our vineyard rests between the elevations of 250’ and 650’ above sea level providing the farm with ample drainage of cold air; which helps to mitigate spring frosts and prolong our growing season. All of our vineyards blocks are on sloped terrain, varying from 5% to 30% grade, coupled with the southern exposure this provides our vines with all the sunlight exposure they could ever need.  This farm dates back to the late 1700’s, originally a dairy farm, our vineyards are the first cultivation of the land. This means the soils are as healthy as they can possible be and were never subject to years of other farming and depletion of nutrients.We believe in the value of vineyard ownership as a means of producing wines of exceptional quality, distinctive character, and consistency year after year. The ability to make autonomous decisions about the vineyard provides the winemaking team with a great amount of control and flexibility while ensuring the high quality care of the vines.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Lauren V Singing Sophie Gruner Veltliner,Austria,Weinland,Niederosterreich,Gruner Veltliner,Still wine,,$15.99,"Laurenz V. stands for five generations of the Moserwine dynasty - in the wine business since 1124.  And with the daughter of Laurenz Maria Moser - Sophie, born in 1991 - the 6th generation of the family is well on its way.  Professor Dr. Lenz Moser III invented modern canopy management - trellising system - in the early 30s of last century with Grüner as the ideal grape variety.  Laurenz V. is the only producer who concentrates entirely on Grüner Veltliner - Laurenz V. = only Grüner!  Mission - helping to build Grüner into a citizen of the fine wine world - ""Hunting for White Wine Lovers.""",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Bota Brick Cabernet Sauvignon,United States,California,N/A,Cabernet Sauvignon,Still wine,$15.59,$11.99,"Bota Box Cabernet Sauvignon is an ideal partner for barbecued meats, hearty stews or pasta served with marinara sauce.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Bota Brick Chardonnay,United States,California,N/A,Chardonnay,Still wine,$15.59,$11.99,"Enjoy Bota Box Chardonnay as an aperitif or as a complement to angel hair pasta with scallops, fish and chips or grilled chicken Caesar Salad. Serve chilled.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Santero Moscato & Mango,Italy,Piedmont,Asti,Muscat Blanc A Petits Grains,Sparkling,,$10.99,"Founded at the beginning of 1958 and consolidated by the Santero brothers, Leopoldo, Renzo, Aldo and Adelio. Located in the heart of a wine-growing region, immersed in the splendid Monferrato hills. A history stretching half a century, marked by the passion for the vineyard, expert management of the wine cellar and the love for wine and sparkling wine. Today, the production department develops the firm with care throughout each phase: from the grape harvest to the bottling phase, which takes place on-site in the completely restructured wine cellar where innovation and technology unite giving life to products with a modern appearance but age-old heartIn 1958 they purchased and started a winery placed in Santo Stefano Belbo equipped for the production of sparkling and classic wines. The structures are improved, new clients are acquired, new markets open up and business is carried out abroad with great attention to market needs. In 1977 an up-to-date plant, the actual premises of the Company, was opened on an area of more than 18.000 square metres situated next to the birthplace of the writer Cesare Pavese. The factory does not process only the grapes grown at the 5 Santero’s wine farms, but also the grapes bought from over three hundred local winegrowers.The production capacity of the winery is in excess of 18 million bottles per annum which is above all due to the strong presence of the main export markets.Santero has changed the packaging to modernity. In a static and traditional anchored segment, fixed on consolidated forms and images, it is necessary to begin with an innovative identity able to get itself noticed and be impressed without deceiving both accessibility codes and segment daily life in order to give style, elegance and the own brand contemporaneity to all the products. Great attention has been given to the bottle study giving distinctiveness and authority to the product; finally the use of Santero logo in relief increases value and quality to the whole product. Labels by particular shape and shading colours with attention both to every detail and to all particulars, both to the shadings and to the reflexions, give a touch of elegance to the whole bottle.Large areas grown with mono grape wine and a rich endowment of historical wine cellars dug into the tufa, of ancient farmhouse by elegant architectures, of medieval villages enhanced by churches and castles of a secular culture based on the wine production. Santero carries out its activity in a corner of Piemonte between Langhe and Monferrato: a wavy territory, lively and charming by the colour games gifts both by spontaneous plants and cultivations. Quality is not a myth of communication, but a concrete fact. In Santo Stefano Belbo Santero lives in strong contact with agriculture world that characterizes its tradition of historic wine company. Seasonal rhythms and nature, living together between man and environment: it is the ancient but immutable dimension living in the heart of Langa vocation wine sector.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Santero Moscato & Mango,click for more details,N/A,N/A,N/A,N/A,$15.19,$13.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Bread & Butter Pinot Noir,United States,California,N/A,Pinot Noir,Still wine,$15.99,$11.99,"This is the BREAD.The use of wood barrels for wine began thousands of years ago for storage purposes, replacing clay vessels. Wood barrels were stronger and easier to move, but originally, they did not have a specific winemaking role.  Over time, it became apparent that aging wine in wood produced positive effects in the flavor, texture, and aroma of wine. Today, oak treatment is one of the most important tools in the winemaking process.Aging wine in oak barrels allows for moderate oxidation and evaporation of the wine, which lowers astringency and increases complexity and concentration in the wine. The complex chemical compounds in oak wood impart flavors and aromas to the wine that include toast, vanilla, tea, and nuttiness. These are flavors that we connect with bread or baked goods, like pie crust and biscuits.  If you can imagine the difference between a spoon full of jam vs. that same jam spread over a warm slice of toast, you can imagine how oak flavors and aromas can enhance the experience of a wine.Oak sources can be as specific as coming from a particular forest, but in general, we look to French oak for silkier textures and spicier characters.  Eastern European countries such as Hungary, Croatia, and Russia offer similar varieties of oak, but each source offers different results of spice, nuttiness, texture in the wine. We look to American oak for stronger influences of vanilla and coconut with creamier textures.  Bread & Butter Chardonnay and Pinot Noir are aged in a combination of French, American, and East European oak, ranging from new to 4 years old. We also utilize multiple cooperages, typically at a medium toast level, but continue to experiment with different oak sources, treatments, and technologies. Our goal is to continually improve enjoyment while maintaining an accessible price for our customers.  Much like a spice rack, the age of the oak, the type of oak, the level of toasting, the cooper, and even the way the wood was harvested or cut has an effect on the flavors and aromas in the wine.  None of that matters though if the wine is not delicious for the price that one pays, so as with all things, balance is the objective.Bread & Butter Riesling does not see any oak.This is the BUTTER.Malolactic fermentation, or MLF, is the process by which we convert malic acid to lactic acid. The process increases stability of the wine but it also takes harsh, tart malic acid (think green apples) and converts it to softer, richer lactic acid (think cream and butter).  The determining factors in buttery character are directly related to 3 key factors: type, temperature, and timing.Type: While some grapes are more likely to have naturally higher levels of malic acid, the type of climate in which they are grown is a stronger determining factor.  Grapes grown in cooler climates tend to have considerably higher levels of malic acid, while grapes grown in warmer climates have lower levels. Through the process of MFL, the amount of lactic acid produced is about half the amount of malic acid with which it began. For instance, if you start with 4 g/l of malic acid, after 100% MFL, the wine will have roughly 2 g/l of lactic acid.  A higher level of malic acid should convert to more lactic acid, thus producing more butter flavors and aromas.Temperature:  Similarly, the temperature at which we ferment the grapes will also affect the amount of buttery character in the wine. A higher temperature will produce less buttery character, while a cold fermentation will add a lot of butter flavor and aroma.Timing: When MFL is introduced has a major bearing on it’s effects on the wine.  The introduction of MFL during the primary fermentation of a wine will decrease the buttery character.  This is because the yeast that is feeding on sugar, starts feeding on the lactic acid that is being produced, which decreasing the lactic acid levels in the finished wine.  If that same wine undergoes MFL after the primary fermentation will have a higher level of lactic acid, and thus increased buttery characters.Bread & Butter Chardonnay and Pinot Noir are examples of wines that benefited from cool climate growing regions, cold fermentations, and post-primary fermentation MLF. Thus our wines present very smooth and rich, without harsh acids or sharp textures.  Bread & Butter Riesling sees no malolactic fermentation, but acid levels are balanced with sugar.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Taylor N.Y. Cooking Sherry,United States,New York,Finger Lakes,N/A,Still wine,,$8.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
