,merchant,address,name,regprice,description,country,region,subregion,variety,type
1426,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Beso del Sol Sangria Red,$12.99,"
Produced in Valdepeñas, Castile-La
Mancha in the heart of Spain ... 
a region respected the world over 
for producing the finest sangria. Beso Del Sol is the first
super premium Sangria
made from 100% all natural ingredients.
Gluten-free and vegan-certified, too!

100% Spanish Tempranillo 
grapes blended with lemon, 
orange, and a touch of 
cinnamon.... click for more details
Sku: 69177  
",N/A,N/A,N/A,N/A,N/A
1427,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Beso del Sol Sangria Red,$4.99,"
Produced in Valdepeñas, Castile-La Mancha in the heart of Spain ... 
a region respected the world over 
for producing the finest sangria. Beso Del Sol is the first
super premium Sangria
made from 100% all natural ingredients.
Gluten-free and vegan-certified, too!

100% Spanish Tempranillo 
grapes blended with lemon, 
orange, and a touch of 
cinnamon.... click for more details
Sku: 69178  
",N/A,N/A,N/A,N/A,N/A
1428,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Pine Ridge Fortis Cabernet,$189.99,,UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
1429,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Infinito Cabernet Sauvignon,$27.99,"
Ego, talento, infinito are the three identifying words that have been able to make this possible; three words that define what we want to transmit.


The founders have been bound to the wine world for more than a decade; it may seem a little time compared to other wineries, but long enough to feel fascinated by the magical combination of the soil and the native grape variety, the ... click for more details
Sku: 69273  
",N/A,N/A,N/A,N/A,N/A
1430,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Dunn Howell Mountain Cabernet Sauvignon,$189.99,"
High atop Howell Mountain, nestled among 150-year-old fir trees, is Dunn Vineyards. Since 1979 the Dunn's have been producing Cabernet Sauvignon. Their total production is now at 4500 cases, split between the Howell Mountain and Napa Valley appellations. 


Dunn Vineyards is located east of St. Helena in the town of Angwin on Howell Mountain. In 1978 Randy and Lori purchased the ... click for more details
Sku: 69307  
",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
1431,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Natte Valleij Cinsault,$17.99,"
The historical Natte Valleij Farm situated at the foot of the Simonsberg is not a new cellar, it’s just been resting for the last 50 years. Famed for its brandy in years gone by, it was one of the largest cellars in the area, but sadly winemaking ceased in the late 40’s. It was bought by the Milner Family in the 60’s and for 27 years it bred some of South Africa’s finest racehorses. ... click for more details
Sku: 69351  
",N/A,N/A,N/A,N/A,N/A
1432,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",de Grendel Pinot Noir,$29.99,"
The meticulous care of the vineyards allows the grapes to express the environment in which they are grown and their distinctive varietal character. Careful harvesting and gentle handling in the cellar, combined with the winemaker's passionate practice of their craft, carry the wines throughout the journey from fruit into wine.


The state of the art winery is respectful of the age-... click for more details
Sku: 69352  
",N/A,N/A,N/A,N/A,N/A
1433,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Millton La Cote Pinot Noir,$32.99,"
Grown, not made. The Millton Vineyard specialises in growing fine wine from estate grown grapes sourced from their own single vineyards. In 1986 they were the first New Zealand winegrowers to attain the Bio-Gro organic certification and after 28 years of biodynamic practice they were again one of the first to qualify for the Demeter certification NZ, in 2009.


The Millton Vineyard  click for more details
Sku: 69365  
",N/A,N/A,N/A,N/A,N/A
1434,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",152 Pinot Grigio,$13.99,"
Over centuries, vintners have carefully singled out the most admired vines, naming each vine with a unique number to identify its exceptional attributes. Here in California, we've planted a selection of these vines exactly where they will flourish best: in select locations on the red soils and cobblestones of our family-owned vineyard in Lodi and on the gentle slopes of our cool-climate ... click for more details
Sku: 69369  
",N/A,N/A,N/A,N/A,N/A
1435,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Kosta Browne Rr Pinot Noir,$114.99,,UNITED STATES,CALIFORNIA,N/A,PINOT NOIR,Still wine
1436,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Kosta Browne Sc Pinot Noir,$114.99,,UNITED STATES,CALIFORNIA,N/A,PINOT NOIR,Still wine
1437,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Apaltagua Rose 2019,$12.99,"Apaltagua Winery, owned by the Tutunjian family, specializes in small production, appellation based wines from Chile. The winery is located in the prestigious Apalta region of the Colchagua Valley, renowned for producing quality red wines, including Carmenere, Cabernet Sauvignon and Malbec. Apaltagua wines are crafted by winemaker Benjamin Mei and consulting winemaker Alvaro Espinoza, one of the ...",N/A,N/A,N/A,N/A,N/A
1438,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Duckhorn Chardonnay,$32.99,,UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
1439,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Line 39 Cabernet Sauvignon,$9.99,"
Line 39 wines originate from select vineyards located in some of the most prestigious winegrowing regions in California. These ideally situated, cool-climate vineyards foster slow, even ripening of the grapes, enabling us to produce outstanding super-premium wines with an ideal balance of rich, ripe fruit flavors and crisp acidity. Our current vineyard sites are situated in several premier ... click for more details
Sku: 69591  
",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
1440,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Escarlata Red,$14.99,"
Escarlata is a joint project between the Calcu winery and Global Vineyard Importers. It is a red blend produced from 100% estate fruit in the Colchagua Valley.
Escarlata is a blend of estate grapes (30% Cabernet Sauvignon, 30% Syrah, 20% Carmenere and 20% Malbec) grown in the prestigious Colchagua Valley and displays vibrant fresh fruit with just a light touch of oak to add depth and ... click for more details
Sku: 69667  
",N/A,N/A,N/A,N/A,N/A
1441,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Sanama Cabernet Sauvignon,$9.99,"
Sanama wines are born in the heart of the Rapel Valley. These wines are nourished by pure glacial water from the soaring mountain peaks, alluvial soil, cool nights and sunny days. With a varietal and reserve range, Sanama wines will surprise you with their intense aromas, freshness and well balanced flavours, being an excellent match with food or on its own.

Aromas of red fruits ... click for more details
Sku: 69668  
",N/A,N/A,N/A,N/A,N/A
1442,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Dalva Tawny Port,$16.99,"
With a wide range of Colheita and white Port wines; arises a visionary innovation by inviting portuguese chefs for the exclusive and limited Port wine editions; by launching the Rosé; the Moscatel and twenty five years after the Douro DOP table wines... finally, the Golden White, a serious investment in the launch of a rare white Colheita per decade.


C. da Silva wines are the ... click for more details
Sku: 69705  
",N/A,N/A,N/A,N/A,N/A
1443,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Dalva Ruby Port,$16.99,"
With a wide range of Colheita and white Port wines; arises a visionary innovation by inviting portuguese chefs for the exclusive and limited Port wine editions; by launching the Rosé; the Moscatel and twenty five years after the Douro DOP table wines... finally, the Golden White, a serious investment in the launch of a rare white Colheita per decade.


C. da Silva wines are the ... click for more details
Sku: 69706  
",N/A,N/A,N/A,N/A,N/A
1444,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Quartz Reef Pinot Noir,$45.99,,N/A,N/A,N/A,N/A,N/A
1445,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Mouillard Trousseau Cotes Jura,$29.99,"
Jean-Luc Mouillard was born in Nevy-sur-Seille at the foot of the oft-photographed Château-Chalon. The château has morphed into a village as well as into Jura's most respected appellation for vin jaune, and it occupies the top of a huge limestone outcropping. Nevy-sur-Seille, as the name suggests, sits far below on the valley floor along side of the small Seille River. An old stone bridge ... click for more details
Sku: 69887  
",N/A,N/A,N/A,N/A,N/A
1446,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",La Crema Monterey Chardonnay,$19.99,"
For more than 30 years, La Crema has explored California’s coastal appellations, a voyage of varietals that started here at our estate in the foggy vineyards of the Russian River Valley. On our journey, we have found exciting cool-climate vineyards north in the rugged hills of Mendocino, and south along the wind-swept slopes of Los Carneros. Most recently, our exploration has taken us to the  click for more details
Sku: 69897  
",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
1447,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Cooper & Thief Red Blend,$28.99,,N/A,N/A,N/A,N/A,N/A
1448,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Ame du Vin Rose Provence,$18.99,"
Âme du Vin (pronounced Ahm-du-VAHN) “Soul of Wine” embodies the sun-drenched beauty of Côtes de Provence with distinctive elegance. 

Expressive notes of fresh apricot, citrus and jasmine flower delight the senses, yielding an exceptional rosé with balance and length.

Enjoy Âme du Vin as an aperitif and with canapés, soft cheeses, white meats and fresh seafood.... click for more details
Sku: 70017  
",N/A,N/A,N/A,N/A,N/A
1449,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Vina Maitia Aupa Pipeno,$14.99,"
Pipeño is the traditional method of winemaking in Chile, which dates back to the late 16th century. The Aupa Pipeño from Viña Maitia is an old school blend of 80% País (aka Mission/Listan Negro/Criolla Grande) and 20% Carignan from a 10 hectare, 120-year-old, dry farmed vineyard in the Maule Valley of Chile. This valley benefits from a Mediterranean-like climate where high temperatures in ... click for more details
Sku: 70026  
",N/A,N/A,N/A,N/A,N/A
1450,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",19 Crimes The Banished Red Blend,$12.99,"19 Crimes wine takes its name from a list of 19 crimes drawn up to address the problem of overrun jails in 18th century England. Upon conviction, British rogues guilty of those crimes were sentenced to Australia – ‘punishment by transportation’ – rather than death. This premium Australian wine celebrates the pioneering spirit of these ‘bad seeds’ and the wine they inspired borne out of a second ...",N/A,N/A,N/A,N/A,N/A
1451,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bond Vecina,$649.99,,N/A,N/A,N/A,N/A,N/A
1452,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Julia James Chardonnay,$12.99,"
Julia James is a tribute to the future. Named for the fifth generation of the Opici family, this wine is bursting with red fruit and a hint of spice. The perfect pour to celebrate family, love, and tradition. With grapes sourced from some of Northern California’s most prestigious regions, Julia James has a modern look and offers real value that consumer’s love.

Ripe lemon in color,  click for more details
Sku: 70239  
",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
1453,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Winemaker's Secret White,$12.99,"
Bright pale yellow with green highlights. Intense notes of citrus, pears and apples and hints of white flowers. Medium bodied with with a crisp mouth entry. Very fresh and juicy finish with a pleasant and nice acidity. Pairs with cheeses, sushi and fish ceviche.

Blend of Sauv Blanc, Chardonnay, Pinot Gris.... click for more details
Sku: 70282  
",N/A,N/A,N/A,N/A,N/A
1454,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Winemaker's Secret Rose,$12.99,"
Pale pink color. Aromas of strawberries and cherries. Very smooth with a crisp acidity and a fruity and sweet finish. Perfect for picnics, cookouts and summer meals. Drink with ice or very cold.

Blend of Cabernet Sauvignon and Syrah.... click for more details
Sku: 70283  
",N/A,N/A,N/A,N/A,N/A
1455,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Zolo Signature Red,$12.99,"
Zolo is one of the most technologically advanced wineries in Argentina. Zolo selects grapes from estate vineyards in Agrelo and Alto Agrelo, Luján de Cuyo, Mendoza. Located at various altitudes, each of these terroirs provides a different expression of fruit and varietal concentration. The winemakers are Fabian Valenzuela and Jean Claude Berrouet (former Petrus winemaker), the vineyard ... click for more details
Sku: 70404  
",N/A,N/A,N/A,N/A,N/A
1456,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Santa Alba Sauvignon Blanc,$10.99,"
The grapes that go into our wines belong to Colchagua, Curicó and Maule Valleys, appellations that enjoy a Mediterranean climate. Winters are cold and rainy while summers are warm during the day and cool at night, mostly due to the cold air coming down from the Andes Mountains, a condition that is perfect for good maturation of the aromas and polyphenols of our grapes. In addition to having ... click for more details
Sku: 70455  
",N/A,N/A,N/A,N/A,N/A
1457,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Terrebrune Bandol Rose,$39.99,"
Before acquiring vineyards, Georges Delille trained as a sommelier in Paris. In 1963, he bought what would become Domaine de Terrebrune, a property in Ollioules, just east of Bandol, framed by the Mediterranean and the mountain called Gros-Cerveau (Big Brain), dotted with olive groves and scenic views—an idyllic spot. During the years following the declaration of A.O.C. Bandol (1941), mass ... click for more details
Sku: 70518  
",N/A,N/A,N/A,N/A,N/A
1458,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Domaine de la Janasse Chateauneuf du Pape Blanc,$62.99,"
Domaine de la Janasse has quickly become one of the Superstar estates of Chateauneuf-du-Pape. Led by the dynamic Christophe Sabon, the estate combines the best of both traditional and modern techniques to craft a collection of truly riveting wines from ""simple"" value-priced VDP's to benchmark Châteauneufs. 


The estate was founded in 1976 by Aimé Sabon, Christophe's father, who ... click for more details
Sku: 70543  
",N/A,N/A,N/A,N/A,N/A
1459,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Domaine Pierre Damoy Chapelle-Chambertin Grand Cru,$489.99,"
Pierre Damoy took over from his uncle, Jacques Damoy, in 1992.  The domaine has been in the family for five generations, founded by Pierre's great-great-grandfather, Julien. Today, the domaine is 10.6 hectares and eight of the ten are located in the most-esteemed Grand Cru in Burgundy. The oldest vines of the domaine were planted in 1920 and are located in the Clos de Bèze and in the ... click for more details
Sku: 70551  
",N/A,N/A,N/A,N/A,N/A
1460,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Champalou Vouvray La Moelleuse,$47.99,"
Catherine and Didier Champalou both came from vigneron families, yet their mutual sense of independence prompted the couple to brave it on their own right after completing viticultural school in Saumur. Since starting the domaine in 1983, they have not only grown their business, but their label is one of the most highly-acclaimed in the appellation. Vouvray is home to the noble Chenin Blanc,  click for more details
Sku: 70568  
",N/A,N/A,N/A,N/A,N/A
1461,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Rombauer Sauvignon Blanc,$24.99,"
Rombauer Vineyards was founded in 1982 by Koerner and Joan Rombauer and sits on a tree covered knoll overlooking the Napa Valley. The winery features caves that extend for over a mile into the hillside. The caves provide a constant temperature and humidity which result in optimum conditions for aging our wines.


Rombauer wines are consistently ranked high in the wine trade ... click for more details
Sku: 70570  
",UNITED STATES,CALIFORNIA,N/A,SAUVIGNON BLANC,Still wine
1462,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Line 39 Chardonnay,$9.99,,UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
1463,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Encore Pinot Noir,$15.99,"
A true testament to pride in the vineyard, Encore wines echo the quality and terroir found in this world class growing region. Thus masterpiece is worthy of the highest acclaim, each sip better than the last, earning a repeat performance as the evening lingers on. Applauding four generations of family heritage, Encore wines pay homage to a passion for the art of wine making.

Opens ... click for more details
Sku: 70676  
",UNITED STATES,CALIFORNIA,N/A,PINOT NOIR,Still wine
1464,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Quilceda Creek Cab Sauv 14,$249.99,,N/A,N/A,N/A,N/A,N/A
1465,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Cavallotto Bric Boschis Barolo,$84.99,"
On the periphery of the Castiglione Falletto township, centre of the Barolo area, crowning the Bricco Boschis hill, one comes upon the Tenuta Vitivinicola Cavallotto (the Cavallotto Vineyards) of 25 hectares of which 23 spread of vineyards. 


Cavallotto Estate has been in the family for five generations and in 1948, the brothers Olivio and Gildo, who were continuing the work of ... click for more details
Sku: 70906  
",N/A,N/A,N/A,N/A,N/A
1466,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Dalva 10Yr Tawny Port,$19.99,,N/A,N/A,N/A,N/A,N/A
1467,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Desafinado Douro Red,$8.99,"
Luís Vieira’s Parras Vinhos began operations in 2010. Five years later, with the company consolidated and focused on the international market, it became necessary to reposition the brand and give it a different, more current configuration. Thus, in early 2016, Parras Wines came into being, younger, more flexible, and using a universal language that can be easily understood by everyone, even ... click for more details
Sku: 70938  
",N/A,N/A,N/A,N/A,N/A
1468,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Aime Guthmann Pinot Gris,$15.99,"
The Lorentz family has been making wine since 1836 in the heart of the Alsace, which lies in the northeast corner of France, along the Rhine River. Charles Lorentz Sr., grandfather of the current president of Gustave Lorentz, developed his vineyards on the hills of Altenberg de Bergheim, in the foothills of the Vosges Mountains, which has grown to 85 acres in this extraordinary terroir, with  click for more details
Sku: 70960  
",N/A,N/A,N/A,N/A,N/A
1469,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Aime Guthmann Gewurztraminer,$19.99,"
The Lorentz family has been making wine since 1836 in the heart of the Alsace, which lies in the northeast corner of France, along the Rhine River. Charles Lorentz Sr., grandfather of the current president of Gustave Lorentz, developed his vineyards on the hills of Altenberg de Bergheim, in the foothills of the Vosges Mountains, which has grown to 85 acres in this extraordinary terroir, with  click for more details
Sku: 70962  
",N/A,N/A,N/A,N/A,N/A
1470,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Hilt & Blade Napa Red,$25.99,"
""Rich, bold and complex offering layers of blackberry, blueberry, cherry and mocha flavors. Creamy on the mid-palate, this Napa Red is focused with a long, smooth finish."" The Wine Buyer, 92 ... click for more details
Sku: 71124  
",N/A,N/A,N/A,N/A,N/A
1471,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Fly By Sauvignon Blanc 2019,$14.99,"
Sonoma County, next door to Napa Valley and about 35 miles north of San Francisco, is America's most exciting Chardonnay region. Sonoma County is a diverse landscape for grape growing that, climatically, is strongly influenced by maritime variations. Cool nights and days that rarely get hot contribute to layers of oceanic fog that creep into Sonoma’s interior valleys. Ideal for growing ... click for more details
Sku: 71137  
",UNITED STATES,CALIFORNIA,N/A,SAUVIGNON BLANC,Still wine
1472,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bousquet Cameleon Chardonnay,$14.99,"
The Bousquet family hail from the city of Carcassonne, in the South of France and have 4 generations of history in the winemaking tradition. Our passion is to produce wines of superior quality and this is what lead us to Argentina to begin a new chapter in the tradition of our wine making.


In 1990, the Bousquet family arrived in Mendoza to investigate the vineyards and wineries. ... click for more details
Sku: 71228  
",N/A,N/A,N/A,N/A,N/A
1473,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Faust Cabernet Sauvignon,$114.99,"
Faust is the epitome of the style that has made Napa Cabernet Sauvignon world renowned: bold and powerful, yet elegant and concentrated. Top Cabernet Sauvignon lots are selected from vineyards Agustin Huneeus owns in Rutherford, a Napa Valley appellation synonymous with the best of Napa Valley Cabernet, as well as the up and coming, soon to be named Tulocay viticultural area south of Atlas ... click for more details
Sku: 71284  
",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
1474,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Begonia Sangria White,$10.99,"
Begonia is one of the few premium, ready-made Sangrias produced in Spain. For generations, the only way you could get the “good stuff” was through painstaking, time-consuming efforts or a tapas bar seeking out the best fruit, spices, and wine you could find, then steeping it for weeks until the perfect blend of sweet wine, juicy citrus and warming spices was achieved. 


Begonia is  click for more details
Sku: 71289  
",N/A,N/A,N/A,N/A,N/A
1475,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Antinori Villa Antinori Cc Ris,$29.99,,N/A,N/A,N/A,N/A,N/A
1476,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",K Vintners Rock Garden Syrah,$59.99,,N/A,N/A,N/A,N/A,N/A
1477,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Markowitsch Gruner Veltliner,$12.99,"
Since 1987, Peter Weygandt has been an importer of French wines and has gained a national and international reputation for the quality of his selections and his portfolio of top “boutique” French wines. Peter Weygandt Selections are a near constant feature of top wine journals including Robert M. Parker, Jr.'s The Wine Advocate, The Wine Spectator, Stephen Tanzer's International Wine Cellar,  click for more details
Sku: 71402  
",N/A,N/A,N/A,N/A,N/A
1478,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Cornacchia Montepulciano,$14.99,"
Barone Cornacchia was first established in Montepucliano in the end of the 19th Century and is considered a pioneer in the aging and bottling of Montepulciano d'Abruzzo.  Located in the province of Teramo, the estate dominates the fertile valley of the Vibrata, lying at 240 meters above sea level.

This is a rustic red wine with ripe strawberry and blackberry flavors that fills the ... click for more details
Sku: 71503  
",N/A,N/A,N/A,N/A,N/A
1479,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Shafer Td-9 Blend,$79.99,,N/A,N/A,N/A,N/A,N/A
1480,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Thelema Chardonnay,$19.99,"
In 1983, Gyles Webb and his wife's family purchased a run-down fruit farm at the top of the Helshoogte Pass in Stellenbosch, where they established Thelema Mountain Vineyards. At a time when the South African wine scene was focused on quantity rather than quality, Webb was a trailblazing pioneer on a mission to craft world-class wines. Construction began on the winery in 1987, and Thelema ... click for more details
Sku: 71608  
",N/A,N/A,N/A,N/A,N/A
1481,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Gauby Muntada Cotes Roussillon,$69.99,"
The Gauby estate is located 20 km north-west of Perpignan and covers approximately 85 hectares including 45 hectares of vines up to 120 years old and another 40 hectares of meadows, oak forests and garrigue scrubland. an incredible and unique aromatic complexity.


Our environment is still very preserved, wild, arid, steep and hilly. (Up to 300 meters altitude). It offers us ... click for more details
Sku: 71640  
",N/A,N/A,N/A,N/A,N/A
1482,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Craggy Range Te Kahu Red Blend,$26.99,"
The founders of Craggy Range made a bold decision from the beginning - to pursue the Single Vineyard Philosophy of winemaking, with the ambition to produce not just the greatest wine New Zealand makes, but the greatest wines the world makes. 


The thinking behind producing only single vineyard wines is that while every piece of land has potential, those with special soils and ... click for more details
Sku: 71647  
",N/A,N/A,N/A,N/A,N/A
1483,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Tesch Lohrer Berg Riesling,$18.99,"
TESCH has shown that an old winery can be very successful. The offer is small, taut and clear. All TESCH wines are distinctive and dry. Only three different grape varieties are cultivated: Riesling, Late and Weissburgunder. All bottles are equipped with practical rotary locks. And the design has caused a sensation. Environmentally friendly winegrowing, the most elaborate care of the ... click for more details
Sku: 71672  
",N/A,N/A,N/A,N/A,N/A
1484,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Dal Forno Valpolicella 2010,$99.99,"
Principally known for its famous Amarone della Valpolicella, the winery Romano Dal Forno produces three wines, all characteristic of the area in which the winery is situated, distinguishing itself in its constant and total quest for absolute quality.


Born next to his family’s vineyards, the founder grew up with a love for the countryside and an undying passion for his work, ... click for more details
Sku: 71701  
",N/A,N/A,N/A,N/A,N/A
1485,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Tollot Beaut Corton Grand Cru,$169.99,"
The Tollot family represents a long lineage of winegrowers dating back to the late 1880s when François Tollot began planting vineyards in Chorey-lès-Beaune. His son, Alexandre Tollot, continued in his father’s footsteps and married Aurélie Beaut. In 1921, Tollot-Beaut became one of the first to bottle their wines under the domaine and started exporting their wines to the U.S. shortly ... click for more details
Sku: 71717  
",N/A,N/A,N/A,N/A,N/A
1486,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Te Mata Cape Crest Sauvignon Blanc,$29.99,"
Te Mata Estate Winery originated as part of Te Mata Station, a large pastoral land holding established by English immigrant John Chambers in 1854. His third son, Bernard, influenced by the comments from visitors that the hills were suitable for grape growing, planted vines in 1892. Wine was made from those grapes in 1896, establishing Te Mata Estate as the first winery in New Zealand to make  click for more details
Sku: 71762  
",N/A,N/A,N/A,N/A,N/A
1487,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Paul Jaboulet Aine La Chapelle Hermitage,$329.99,"
For nearly two centuries, Jaboulet has been producing wines that represent generations of hard work and a passion for excellence. In order to perpetuate these values, Jaboulet adheres to an unswerving commitment to improving vineyards, through strategic acquisitions and work in the cellars, while respecting the environment at the same time.

""A wine that might surpass the 2009 and ... click for more details
Sku: 71989  
",N/A,N/A,N/A,N/A,N/A
1488,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Tarima Hill Old Vine Volver,$17.99,"
The Spanish enologist, Rafael Canizares seeks to achieve the maximum expression of the Tempranillo grape grown in the environment. This winery is located in the best terroir of La Mancha found in the eastern region of the Denomination of Origin. The soil is the reason that the winery committed themselves to purchasing 228 acres of vineyards with an average age of 40 years. The sandy soils ... click for more details
Sku: 71994  
",N/A,N/A,N/A,N/A,N/A
1489,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Gnarly Head Sauvignon Blanc,$12.99,"
At Gnarly Head it all starts in the vineyard. Our quest for outstanding Zinfandel led us down a country road into the heart of Lodi, California revealing a sea of gnarled, 35-80 year-old vines pruned in a special, mop-topped way called “head trained.” True gnarly heads, these old vines yield fewer grape clusters with smaller berries than trellised vines. These mighty little berries produce ... click for more details
Sku: 72100  
",UNITED STATES,CALIFORNIA,N/A,SAUVIGNON BLANC,Still wine
1490,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Lokoya Howell Mt Cab 14,$479.99,,UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
1491,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Puestero Malbec 2018,$14.99,"Puestero is a new collaboration between winemaker Paul Hobbs and the Schroeder Winery to develop world class Pinot Noir in Patagonia. If the name Paul Hobbs sounds familiar, Paul is one of the most sought after winemakers in the world today. His projects from California to Argentina are highly rated and generally very expensive. 



Patagonia is the next wine frontier in Argentina, ...",N/A,N/A,N/A,N/A,N/A
1492,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",19 Crimes Hard Chardonnay,$12.99,"
19 Crimes wine takes its name from a list of 19 crimes drawn up to address the problem of overrun jails in 18th century England. Upon conviction, British rogues guilty of those crimes were sentenced to Australia – ‘punishment by transportation’ – rather than death. This premium Australian wine celebrates the pioneering spirit of these ‘bad seeds’ and the wine they inspired borne out of a ... click for more details
Sku: 72243  
",N/A,N/A,N/A,N/A,N/A
1493,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Jm Boillot Montagny Premier Blanc,$39.99,,N/A,N/A,N/A,N/A,N/A
1494,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Maison L'Envoye 2 Messenger Pn,$27.99,,N/A,N/A,N/A,N/A,N/A
1495,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",19 Crimes The Uprising Aged In Rum Barrels,$12.99,,N/A,N/A,N/A,N/A,N/A
1496,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Casa Castillo Pie Franco 2017,$105.99,,N/A,N/A,N/A,N/A,N/A
1497,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Fernando Castilla Fino Classic,$17.99,,N/A,N/A,N/A,N/A,N/A
1498,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Orleans Borbon Manzanilla Fina,$10.99,,N/A,N/A,N/A,N/A,N/A
